cell,x,y,z,cluster,n_transcripts,density,elongation,area,avg_confidence,avg_assignment_confidence,max_cluster_frac,lifespan
CRe71b95c8d-68,443.32004310344826,510.0883620689655,17.31896551724138,3,29,1.582,3.128,18.33,0.1368,1.0,0.3793103448275862,50
CRe71b95c8d-69,443.8627232142857,514.2566964285714,16.925223214285715,3,14,3.021,5.412,4.634,0.1539,0.9529,0.5714285714285714,50
CRe71b95c8d-70,378.9703947368421,589.7450657894736,17.114309210526315,3,19,2.042,2.329,9.304,0.05976,1.0,0.6842105263157895,50
CRe71b95c8d-71,438.72276785714286,523.6129464285714,17.436160714285716,3,35,6.278,5.623,5.575,0.9737,0.832,0.7714285714285715,50
CRe71b95c8d-72,393.2541344501718,572.461662371134,17.50698024054983,3,291,5.97,1.488,48.74,0.9876,0.8571,0.9484536082474226,50
CRe71b95c8d-73,406.1662906137184,554.264214801444,18.384194494584836,3,277,6.754,1.913,41.01,0.9757,0.8685,0.9675090252707581,50
CRe71b95c8d-74,395.97017045454544,565.8252840909091,17.295454545454547,2,11,1.756,3.255,6.264,0.005663,0.7745,0.45454545454545453,50
CRe71b95c8d-75,386.93918201133147,570.9774256373938,17.84777797450425,3,353,7.226,1.695,48.85,0.9916,0.861,0.9830028328611898,50
CRe71b95c8d-76,450.9320864470109,511.3605850883152,19.817849864130434,3,736,15.22,1.468,48.37,0.9891,0.9086,0.9918478260869565,50
CRe71b95c8d-77,381.9846263404826,575.0750251340482,19.25383294235925,3,746,12.81,1.202,58.24,0.9925,0.8964,0.9865951742627346,50
CRe71b95c8d-78,446.7824074074074,518.9228745791246,17.874263468013467,3,297,6.069,1.354,48.94,0.9791,0.8972,0.9663299663299664,50
CRe71b95c8d-79,382.5352806528662,581.6085041799363,18.90246815286624,3,628,12.78,1.306,49.14,0.9928,0.8732,0.9920382165605095,50
CRe71b95c8d-80,430.7850341796875,534.74853515625,17.218017578125,3,128,3.889,3.668,32.91,0.975,0.8553,0.9375,50
CRe71b95c8d-81,411.9794146825397,551.4795634920634,18.932390873015873,3,315,8.436,2.466,37.34,0.9803,0.9194,0.9587301587301588,50
CRe71b95c8d-82,434.2719452247191,530.738588483146,18.347612359550563,3,89,7.177,2.637,12.4,0.9886,0.8252,0.8651685393258427,50
CRe71b95c8d-83,456.79128045550846,510.40247616525426,19.937897245762713,3,472,15.23,2.038,30.99,0.9939,0.8128,0.9766949152542372,50
CRe71b95c8d-84,396.65625,570.6545138888889,17.14236111111111,1,9,9.522,1.513,0.9452,0.9885,0.7778,0.7777777777777778,50
CRe71b95c8d-85,447.28764204545456,518.1867897727273,20.28125,1,22,4.43,1.364,4.966,0.8881,0.8373,0.8636363636363636,50
CRe71b95c8d-86,437.33748965231786,526.9914372930464,19.142798013245034,1,604,6.387,1.501,94.57,0.9583,0.9579,0.8923841059602649,50
CRe71b95c8d-87,399.4779052734375,575.3597412109375,17.7630615234375,3,128,2.906,1.371,44.05,0.9492,0.9297,0.8828125,50
CRe71b95c8d-88,455.6019593917112,514.7395554812834,19.683447526737968,3,748,15.85,2.121,47.2,0.9892,0.8817,0.982620320855615,50
CRe71b95c8d-89,410.0650201612903,557.7832661290323,17.316532258064516,3,31,4.876,3.305,6.358,0.9596,0.8213,0.9354838709677419,50
CRe71b95c8d-90,422.8771551724138,544.8259698275862,17.017780172413794,3,29,3.072,2.051,9.44,0.8065,0.8759,0.9310344827586207,50
CRe71b95c8d-91,428.7923060825893,540.9048200334821,17.60546875,3,448,5.565,1.904,80.5,0.9918,0.9401,0.9397321428571429,50
CRe71b95c8d-92,442.8482730263158,523.5302220394736,20.33018092105263,1,76,6.732,2.678,11.29,0.9931,0.7853,0.9342105263157895,50
CRe71b95c8d-93,461.2841796875,509.9345703125,17.619140625,3,32,11.74,2.117,2.725,0.9908,0.6244,1.0,50
CRe71b95c8d-94,449.7911931818182,517.3295454545455,20.279829545454547,1,11,9.804,4.464,1.122,0.9606,0.9364,1.0,50
CRe71b95c8d-95,385.0859375,586.1984375,21.540625,4,10,1.531,17.79,6.531,0.6433,0.75,0.8,50
CRe71b95c8d-96,387.7975093031123,577.1857662381597,18.880856732070367,3,739,14.5,1.223,50.96,0.9912,0.8365,0.9878213802435724,50
CRe71b95c8d-97,388.97979166666664,584.0670486111111,18.999826388888888,3,900,11.97,1.165,75.18,0.9922,0.8846,0.98,50
CRe71b95c8d-98,421.2720368525896,549.9833789840637,17.47565986055777,3,251,4.665,2.117,53.8,0.9593,0.9331,0.9362549800796812,50
CRe71b95c8d-99,449.1247996794872,523.6607572115385,20.28104967948718,1,156,5.381,1.404,28.99,0.9933,0.9246,0.9358974358974359,50
CRe71b95c8d-100,393.58296654929575,578.3107394366198,17.255061619718308,3,71,4.775,1.379,14.87,0.9926,0.8217,0.9859154929577465,50
CRe71b95c8d-101,429.5612980769231,545.1454326923077,17.021634615384617,1,13,4.739,4.986,2.743,0.9686,0.7231,1.0,50
CRe71b95c8d-102,418.8649193548387,555.7724294354839,17.425655241935484,3,62,2.726,3.389,22.74,0.8169,0.91,0.8709677419354839,50
CRe71b95c8d-103,452.51802308153475,521.4050509592327,18.3915992206235,3,417,7.362,2.993,56.64,0.9901,0.9306,0.9136690647482014,50
CRe71b95c8d-104,415.2904411764706,562.7895220588235,17.626838235294116,4,17,3.581,3.388,4.747,0.698,0.8612,0.9411764705882353,50
CRe71b95c8d-105,462.79913403614455,515.0440512048193,17.396084337349397,3,83,2.334,3.983,35.56,0.7614,0.9034,0.927710843373494,50
CRe71b95c8d-106,409.37683451417,565.2192560728745,17.635690789473685,3,247,3.569,1.389,69.2,0.9699,0.9753,0.8582995951417004,50
CRe71b95c8d-107,424.70703125,563.0696614583334,17.636067708333332,3,24,3.335,13.34,7.197,0.319,0.9967,0.625,50
CRe71b95c8d-108,438.99147727272725,537.3719561688312,17.15239448051948,3,77,2.423,2.095,31.78,0.9426,0.907,0.7402597402597403,50
CRe71b95c8d-109,436.44577205882354,540.1029411764706,17.64613970588235,4,17,7.347,3.746,2.314,0.9908,0.7353,0.8823529411764706,50
CRe71b95c8d-110,446.18110795454544,529.7723721590909,17.435014204545453,3,44,2.275,2.557,19.34,0.817,0.8441,0.5909090909090909,50
CRe71b95c8d-111,386.84549386160717,589.7722516741071,17.855538504464285,3,224,5.815,3.14,38.52,0.9819,0.9129,0.9196428571428571,50
CRe71b95c8d-112,441.869212962963,534.3651620370371,17.097800925925927,1,27,1.657,1.655,16.29,0.5012,0.8504,0.4444444444444444,50
CRe71b95c8d-113,465.560314119171,509.2535621761658,18.521777849740932,3,193,8.255,5.996,23.38,0.9744,0.9294,0.9637305699481865,50
CRe71b95c8d-114,448.6280241935484,530.5609879032259,17.597278225806452,1,31,3.019,3.075,10.27,0.8429,0.9026,0.7741935483870968,50
CRe71b95c8d-115,447.18984375,535.33671875,17.534375,3,20,2.958,6.411,6.762,0.1067,0.863,0.45,50
CRe71b95c8d-116,414.72433035714283,559.9626116071429,17.407366071428573,3,28,3.034,3.684,9.23,0.6672,0.9171,0.8571428571428571,50
CRe71b95c8d-117,379.97602103960395,604.1285581683169,17.400448638613863,3,202,3.686,2.452,54.8,0.9761,0.9433,0.9702970297029703,50
CRe71b95c8d-118,451.571875,527.715625,17.5015625,4,10,3.729,3.429,2.682,0.2865,1.0,0.5,50
CRe71b95c8d-119,420.3313577586207,564.4612068965517,17.341056034482758,3,29,1.462,4.563,19.83,0.1414,0.9055,0.3793103448275862,50
CRe71b95c8d-120,384.13666373239437,596.6473371478874,17.60013204225352,3,142,4.205,3.7,33.77,0.9845,0.8717,0.9788732394366197,50
CRe71b95c8d-121,429.5594284188034,549.0237713675214,17.4576655982906,3,117,3.104,2.28,37.69,0.9353,0.9027,0.8717948717948718,50
CRe71b95c8d-122,473.2585685483871,508.90625,18.606854838709676,3,31,6.697,2.292,4.629,0.8486,0.9587,0.9032258064516129,50
CRe71b95c8d-123,457.37820512820514,522.7395833333334,19.921474358974358,1,39,7.078,1.635,5.51,0.9583,0.9708,0.9743589743589743,50
CRe71b95c8d-124,437.30241297468353,543.323510021097,17.421215717299578,3,237,4.11,1.828,57.66,0.991,0.8587,0.9662447257383966,50
CRe71b95c8d-125,456.9965625,526.486875,17.4559375,3,50,2.51,4.017,19.92,0.7562,0.8732,0.74,50
CRe71b95c8d-126,464.06060606060606,526.154356060606,17.50378787878788,4,33,1.21,1.832,27.28,0.1678,0.9576,0.45454545454545453,50
CRe71b95c8d-127,397.5250889227642,584.6296366869918,18.495490345528456,3,246,7.537,1.57,32.64,0.9717,0.9054,0.967479674796748,50
CRe71b95c8d-128,452.0208333333333,532.702380952381,17.244791666666668,3,21,2.646,5.384,7.937,0.3006,0.999,0.5238095238095238,50
CRe71b95c8d-129,415.91477272727275,569.4951704545455,17.397159090909092,3,55,2.377,1.483,23.14,0.6669,1.0,0.7454545454545455,50
CRe71b95c8d-130,435.2215277777778,549.6013888888889,17.308680555555554,3,45,2.807,2.76,16.03,0.982,0.5018,0.8666666666666667,50
CRe71b95c8d-131,435.853515625,552.8606770833334,17.724609375,2,24,3.08,2.076,7.791,0.9549,0.4692,0.4583333333333333,50
CRe71b95c8d-132,396.57118055555554,588.2048611111111,21.489583333333332,4,9,3.822,4.662,2.355,0.6424,0.9111,1.0,50
CRe71b95c8d-133,433.40252976190476,555.563244047619,17.194940476190474,3,21,2.759,2.757,7.611,0.7017,0.9152,0.5238095238095238,50
CRe71b95c8d-134,405.80999228395063,579.0036651234568,17.597993827160494,3,81,2.471,3.499,32.78,0.8727,0.9484,0.8395061728395061,50
CRe71b95c8d-135,476.7018229166667,509.5787760416667,18.258463541666668,3,24,4.327,3.159,5.546,0.6927,0.82,0.7083333333333334,50
CRe71b95c8d-136,441.76511548913044,547.425441576087,17.48624320652174,3,92,4.488,1.905,20.5,0.9938,0.8802,0.9456521739130435,50
CRe71b95c8d-137,389.81658584770116,597.4305854885057,17.80378951149425,3,348,6.371,1.063,54.62,0.991,0.8729,0.9482758620689655,50
CRe71b95c8d-138,339.8854166666667,647.5184294871794,17.603365384615383,3,39,5.406,2.207,7.214,0.9605,1.0,0.9743589743589743,50
CRe71b95c8d-139,474.7236607142857,514.6928571428572,17.81339285714286,3,35,2.162,3.277,16.19,0.4223,0.9486,0.4857142857142857,50
CRe71b95c8d-140,443.12338362068965,542.6165589080459,17.554238505747126,1,87,3.677,3.594,23.66,0.9911,0.8839,0.9195402298850575,50
CRe71b95c8d-141,396.38353856877325,590.3810021685254,18.211392503097894,3,807,10.25,1.299,78.73,0.9909,0.8664,0.9776951672862454,50
CRe71b95c8d-142,439.20128676470586,547.9816176470588,17.96875,4,17,3.054,2.548,5.566,0.9319,0.8047,1.0,50
CRe71b95c8d-143,402.63074127906975,587.650363372093,17.714389534883722,3,215,5.442,2.578,39.51,0.9799,0.89,0.986046511627907,50
CRe71b95c8d-144,450.56453804347825,542.7907608695652,17.335597826086957,1,23,1.991,4.787,11.55,0.6822,0.8374,0.7391304347826086,50
CRe71b95c8d-145,399.2581289978678,596.5672641257996,18.29151119402985,3,469,11.3,2.026,41.5,0.9872,0.8718,0.9786780383795309,50
CRe71b95c8d-146,470.20104166666664,518.9393229166667,17.659635416666667,4,60,1.036,2.692,57.9,0.1458,0.921,0.3333333333333333,50
CRe71b95c8d-147,446.0899147727273,542.4822443181819,17.466761363636362,3,110,3.539,2.633,31.08,0.967,0.9204,0.9363636363636364,50
CRe71b95c8d-148,402.171875,587.421875,20.3984375,3,2,NaN,NaN,NaN,0.4694,1.0,0.5,50
CRe71b95c8d-149,410.7629841549296,584.1639524647887,17.571302816901408,3,71,3.422,2.423,20.75,0.9265,0.9882,0.9859154929577465,50
CRe71b95c8d-150,414.5182291666667,582.0911458333334,17.455729166666668,2,6,3.724,4.311,1.611,0.04258,1.0,0.3333333333333333,50
CRe71b95c8d-151,439.1341145833333,554.1238839285714,17.373883928571427,1,84,2.291,2.929,36.66,0.9832,0.8912,0.9166666666666666,50
CRe71b95c8d-152,381.065625,615.23875,17.171875,3,25,5.001,1.684,4.999,0.9157,0.7952,0.96,50
CRe71b95c8d-153,381.58311170212767,610.2813608156029,17.426972517730498,3,141,5.848,2.17,24.11,0.9672,0.9234,0.9929078014184397,50
CRe71b95c8d-154,437.07670454545456,558.9928977272727,17.646306818181817,3,11,8.607,5.83,1.278,0.7277,0.7782,0.8181818181818182,50
CRe71b95c8d-155,447.9420230263158,548.1198190789473,17.67393092105263,1,190,5.498,2.391,34.56,0.9935,0.908,0.9315789473684211,50
CRe71b95c8d-156,434.9095982142857,559.2991071428571,17.40625,4,14,3.946,2.166,3.548,0.5012,0.9657,0.7142857142857143,50
CRe71b95c8d-157,441.4966517857143,556.6166294642857,17.893415178571427,3,56,3.187,1.63,17.57,0.9823,0.8325,0.9642857142857143,50
CRe71b95c8d-158,404.3254654255319,594.5477892287234,18.054853723404257,3,188,7.639,2.615,24.61,0.9816,0.8467,0.9680851063829787,50
CRe71b95c8d-159,457.741875,540.1375,17.10625,1,25,1.793,2.888,13.94,0.5957,0.8928,0.52,50
CRe71b95c8d-160,474.59206081081084,521.9493243243244,17.356841216216218,3,37,1.996,1.452,18.54,0.6203,0.7773,0.4864864864864865,50
CRe71b95c8d-161,388.390114379085,604.8350694444445,17.27062908496732,3,153,3.287,3.663,46.54,0.9914,0.8072,0.9803921568627451,50
CRe71b95c8d-162,402.98473282442745,599.9354126908397,18.42593034351145,3,262,13.58,1.646,19.29,0.9889,0.8311,0.9465648854961832,50
CRe71b95c8d-163,468.7796875,535.2984375,17.47578125,4,20,1.555,12.11,12.86,0.02589,0.994,0.4,50
CRe71b95c8d-164,452.30859375,547.5885416666666,17.05859375,3,12,13.7,2.706,0.8757,0.9951,0.755,1.0,50
CRe71b95c8d-165,481.07490335051546,519.8005798969073,17.94909793814433,1,97,2.337,2.339,41.5,0.8543,0.9619,0.7938144329896907,50
CRe71b95c8d-166,395.2902981505102,602.4867267219388,17.695073341836736,3,392,7.364,1.626,53.23,0.9935,0.8924,0.9719387755102041,50
CRe71b95c8d-167,439.01322115384613,560.8377403846154,17.38221153846154,4,13,2.46,6.112,5.284,0.7946,0.7785,1.0,50
CRe71b95c8d-168,398.7098643543956,608.6919642857143,17.66007039835165,3,364,6.794,1.341,53.58,0.9939,0.8589,0.9807692307692307,50
CRe71b95c8d-169,387.40714054404145,613.7295714594128,17.796335276338514,3,579,9.736,1.206,59.47,0.9859,0.9474,0.9723661485319517,50
CRe71b95c8d-170,489.0232142857143,514.2772321428571,17.538392857142856,3,35,4.795,3.766,7.3,0.957,0.98,0.9714285714285714,50
CRe71b95c8d-171,404.93382352941177,597.4540441176471,17.43014705882353,1,17,12.98,7.937,1.31,0.9944,0.7918,1.0,50
CRe71b95c8d-172,412.1105182926829,591.217225609756,17.127286585365855,3,41,1.305,1.657,31.42,0.3976,0.9946,0.6585365853658537,50
CRe71b95c8d-173,439.6743421052632,562.7623355263158,17.73766447368421,3,19,4.116,1.271,4.616,0.9095,0.9274,1.0,50
CRe71b95c8d-174,445.6251590330789,551.3852178753181,19.6016618956743,3,786,12.07,1.976,65.1,0.9924,0.8735,0.9910941475826972,50
CRe71b95c8d-175,435.01534598214283,565.2837611607143,17.366071428571427,3,56,1.307,4.607,42.86,0.22,0.9818,0.5714285714285714,50
CRe71b95c8d-176,483.44444444444446,510.5407986111111,17.4765625,4,18,2.074,18.57,8.68,0.0195,0.9856,0.3888888888888889,50
CRe71b95c8d-177,448.6975961538462,555.6740384615384,21.416045673076923,3,260,15.87,3.003,16.38,0.9939,0.8042,0.9923076923076923,50
CRe71b95c8d-178,477.86538461538464,522.2007211538462,18.176682692307693,1,39,3.631,1.809,10.74,0.9692,0.7826,0.717948717948718,50
CRe71b95c8d-179,476.6791294642857,525.3510044642857,17.950334821428573,2,28,3.417,3.118,8.194,0.8169,0.8886,0.5714285714285714,50
CRe71b95c8d-180,447.75,550.171875,25.7265625,4,2,NaN,NaN,NaN,0.03729,1.0,0.5,50
CRe71b95c8d-181,393.5615625,610.5234375,17.808958333333333,3,150,4.618,3.611,32.48,0.9919,0.7784,0.9533333333333334,50
CRe71b95c8d-182,453.04200690954775,549.915358040201,17.758479899497488,1,199,3.918,3.063,50.79,0.9441,0.9239,0.9396984924623115,50
CRe71b95c8d-183,461.7944078947368,538.3918585526316,17.549342105263158,3,38,1.992,2.295,19.08,0.4391,0.7932,0.4473684210526316,50
CRe71b95c8d-184,452.703125,556.7991071428571,17.589285714285715,3,7,8.675,7.975,0.8069,0.3473,0.9057,0.8571428571428571,50
CRe71b95c8d-185,492.2730654761905,514.202380952381,17.417410714285715,4,21,3.538,1.184,5.936,0.9842,0.8343,0.7619047619047619,50
CRe71b95c8d-186,450.9176264497423,551.4646021262887,21.5773799935567,3,776,14.84,1.902,52.28,0.9899,0.9043,0.9716494845360825,50
CRe71b95c8d-187,469.35435267857144,539.41015625,17.335379464285715,3,28,2.624,3.804,10.67,0.514,0.9429,0.5714285714285714,50
CRe71b95c8d-188,447.376547029703,559.3057704207921,18.073793316831683,3,202,5.131,5.096,39.37,0.9844,0.9595,0.900990099009901,50
CRe71b95c8d-189,484.8082386363636,524.5965909090909,17.234375,1,22,2.996,2.729,7.344,0.8887,0.8882,0.9545454545454546,50
CRe71b95c8d-190,490.34205729166666,519.4451822916667,17.92734375,1,120,2.615,1.896,45.89,0.8758,0.9137,0.8333333333333334,50
CRe71b95c8d-191,450.76378676470586,559.2049632352941,17.174632352941178,4,17,4.726,1.877,3.597,0.9767,0.8588,1.0,50
CRe71b95c8d-192,503.3658854166667,512.7766927083334,17.438151041666668,1,24,2.825,3.198,8.496,0.7482,0.8617,0.5416666666666666,50
CRe71b95c8d-193,393.92297609060404,618.8583263422819,17.311241610738254,3,298,5.708,1.121,52.21,0.9928,0.8632,0.9731543624161074,50
CRe71b95c8d-194,457.6904761904762,554.1212797619048,17.105654761904763,1,21,4.635,4.108,4.531,0.9217,0.9276,0.9047619047619048,50
CRe71b95c8d-195,407.7890442890443,599.5079763986014,18.371503496503497,3,429,8.402,1.561,51.06,0.9819,0.905,0.9627039627039627,50
CRe71b95c8d-196,433.076171875,579.6536458333334,16.970703125,3,24,2.164,3.552,11.09,0.3196,0.8825,0.6666666666666666,50
