cell,x,y,z,cluster,n_transcripts,density,elongation,area,avg_confidence,avg_assignment_confidence,max_cluster_frac,lifespan
CR19b175904-783,584.0518092105264,417.40515350877195,20.66502192982456,2,57,5.627,1.939,10.13,0.9991,0.7523,0.9473684210526315,50
CR19b175904-784,583.65625,425.5797697368421,18.295230263157894,4,19,5.515,2.336,3.445,0.9973,0.9158,1.0,50
CR19b175904-785,626.4765625,378.2734375,17.708984375,3,8,5.939,8.419,1.347,0.8863,0.8075,0.875,50
CR19b175904-786,520.0830078125,486.8984375,17.74267578125,1,32,1.155,1.392,27.71,0.7165,1.0,0.59375,50
CR19b175904-787,653.566472868217,360.9438468992248,19.85719476744186,2,645,10.62,1.976,60.72,0.999,0.823,0.9829457364341085,50
CR19b175904-788,561.0427011986301,445.60300727739724,17.38687928082192,2,292,4.643,3.556,62.89,0.9987,0.9198,0.9691780821917808,50
CR19b175904-789,619.2625,397.73125,17.655208333333334,4,15,4.413,5.138,3.399,0.9951,0.884,0.8,50
CR19b175904-790,577.7002840909091,427.46875,19.39346590909091,4,11,4.517,2.736,2.435,0.9974,0.6836,1.0,50
CR19b175904-791,644.6759868421053,360.5111019736842,19.057154605263158,1,38,4.128,2.045,9.205,0.9956,0.9011,0.8421052631578947,50
CR19b175904-792,536.3557692307693,472.3425480769231,17.23798076923077,2,13,6.095,4.823,2.133,0.832,1.0,0.5384615384615384,50
CR19b175904-793,630.0972222222222,378.7875,17.19826388888889,3,45,2.627,3.279,17.13,0.9977,0.9587,0.9555555555555556,50
CR19b175904-794,539.7253024193549,470.42389112903226,17.488407258064516,2,31,2.989,5.134,10.37,0.9812,0.9968,0.7096774193548387,50
CR19b175904-795,601.1784651360545,412.7046130952381,18.318399234693878,2,294,6.748,1.9,43.57,0.999,0.8858,0.9591836734693877,50
CR19b175904-796,614.4181673728814,393.6273834745763,17.812235169491526,1,59,1.571,2.892,37.56,0.9705,0.8403,0.7966101694915254,50
CR19b175904-797,642.3324652777778,364.92534722222223,18.471354166666668,2,18,8.768,11.35,2.053,0.9978,0.8356,0.7222222222222222,50
CR19b175904-798,653.359375,357.5421875,16.5140625,4,10,5.023,3.326,1.991,0.999,0.72,1.0,50
CR19b175904-799,554.7361111111111,453.3967013888889,17.044270833333332,1,18,2.327,2.59,7.736,0.8501,1.0,0.8333333333333334,50
CR19b175904-800,530.0325520833334,480.5559895833333,17.6953125,1,12,2.616,2.762,4.588,0.6573,1.0,0.5833333333333334,50
CR19b175904-801,637.2977232142857,377.33736607142856,18.49549107142857,2,350,11.61,1.329,30.14,0.9991,0.7754,1.0,50
CR19b175904-802,592.3086919729207,415.2751752901354,18.889204545454547,2,517,6.954,1.269,74.35,0.9987,0.9322,0.9574468085106383,50
CR19b175904-803,633.5788288288288,370.9783572635135,19.46040962837838,2,444,9.692,2.247,45.81,0.9989,0.8647,0.972972972972973,50
CR19b175904-804,648.0071721311475,361.23040471311475,17.80840163934426,2,122,3.734,1.63,32.67,0.996,0.8666,0.7295081967213115,50
CR19b175904-805,576.3129994292237,435.77918093607303,18.719534817351597,2,219,10.15,1.166,21.58,0.9991,0.7513,0.9954337899543378,50
CR19b175904-806,623.2227909482758,387.56642549261085,19.664485837438423,2,406,8.349,1.787,48.63,0.9905,0.8483,0.9482758620689655,50
CR19b175904-807,508.0045955882353,496.2201286764706,17.817095588235293,2,34,1.393,5.487,24.4,0.8265,1.0,0.4411764705882353,50
CR19b175904-808,578.0522156466512,430.73946304849886,19.07195438799076,2,433,12.45,2.507,34.79,0.999,0.86,0.9953810623556582,50
CR19b175904-809,644.5681818181819,368.953125,18.254261363636363,2,11,3.421,2.71,3.215,0.9441,0.6818,0.6363636363636364,50
CR19b175904-810,544.6793154761905,468.70982142857144,17.590029761904763,1,21,1.484,4.713,14.15,0.7905,1.0,0.5238095238095238,50
CR19b175904-811,587.8948252688172,424.09879032258067,17.885752688172044,2,93,3.106,3.338,29.94,0.9928,0.8452,0.6881720430107527,50
CR19b175904-812,534.6077586206897,477.5414870689655,17.385237068965516,1,29,1.621,2.558,17.89,0.7607,1.0,0.4827586206896552,50
CR19b175904-813,516.005375,497.740375,17.999375,3,125,2.448,3.427,51.07,0.9827,0.8741,0.88,50
CR19b175904-814,568.5077256944444,446.36973958333334,19.7921875,2,900,11.41,1.259,78.88,0.9988,0.8861,0.98,50
CR19b175904-815,626.2811636740331,382.9873100828729,19.461153314917127,2,362,8.514,1.503,42.52,0.9964,0.8598,0.9502762430939227,50
CR19b175904-816,550.7610294117648,469.9047181372549,17.47426470588235,1,51,1.222,14.44,41.72,0.8736,0.9592,0.7058823529411765,50
CR19b175904-817,526.0873161764706,490.13786764705884,17.324908088235293,4,34,1.799,2.398,18.9,0.8615,0.9982,0.5,50
CR19b175904-818,519.0728679906542,495.63770443925233,18.45443925233645,2,107,2.833,2.075,37.77,0.9911,0.8884,0.6915887850467289,50
CR19b175904-819,632.32078125,376.9312109375,19.610703125,2,400,8.593,1.446,46.55,0.9983,0.8641,0.9725,50
CR19b175904-820,647.615625,369.003125,18.5,2,5,10.76,5.017,0.4647,0.8525,1.0,0.8,50
CR19b175904-821,546.99609375,468.703125,17.7578125,2,8,11.79,4.804,0.6788,0.909,1.0,1.0,50
CR19b175904-822,511.2581845238095,504.8549107142857,17.330357142857142,2,21,3.031,1.931,6.929,0.9267,0.9381,0.8095238095238095,50
CR19b175904-823,658.9048351377953,356.42335137795277,18.948296013779526,2,508,16.01,2.093,31.73,0.9991,0.8229,0.9822834645669292,50
CR19b175904-824,651.8384712837837,366.9275760135135,18.516469594594593,2,74,2.269,1.922,32.62,0.9571,0.7865,0.581081081081081,50
CR19b175904-825,564.8759895833333,450.40390625,18.46677083333333,2,300,7.17,2.153,41.84,0.999,0.8425,0.9666666666666667,50
CR19b175904-826,514.4092167721519,503.2018393987342,18.920490506329113,3,158,4.373,1.665,36.13,0.9951,0.9139,0.8987341772151899,50
CR19b175904-827,574.1417866253644,442.2973760932945,18.239818695335277,2,686,8.45,1.665,81.18,0.999,0.8577,0.9897959183673469,50
CR19b175904-828,558.1552083333333,457.1322916666667,17.733333333333334,1,15,1.951,15.9,7.69,0.7138,1.0,0.4666666666666667,50
CR19b175904-829,554.1692708333334,459.9869791666667,17.8515625,1,6,4.008,4.461,1.497,0.06562,0.9967,0.5,50
CR19b175904-830,537.37109375,481.8359375,17.109375,2,4,7.44,16.28,0.5376,0.2592,1.0,0.75,50
CR19b175904-831,530.5042613636364,486.41335227272725,17.196022727272727,4,11,2.509,5.704,4.384,0.6176,0.9291,0.9090909090909091,50
CR19b175904-832,624.9755859375,393.9525669642857,18.67582775297619,2,336,6.81,1.134,49.34,0.9984,0.8464,0.9404761904761905,50
CR19b175904-833,593.2798295454545,425.5759943181818,17.650568181818183,4,22,2.401,2.076,9.164,0.9646,0.96,0.7727272727272727,50
CR19b175904-834,554.58125,463.48541666666665,17.759375,1,15,1.622,4.31,9.249,0.6684,0.9573,0.6,50
CR19b175904-835,515.4759114583334,501.1529947916667,21.046223958333332,4,24,4.222,3.493,5.685,0.9913,0.9058,1.0,50
CR19b175904-836,614.0949519230769,405.0751201923077,19.224759615384617,2,26,8.267,1.242,3.145,0.999,0.8031,0.9230769230769231,50
CR19b175904-837,520.6119791666666,504.0338541666667,18.239583333333332,2,6,10.33,1.179,0.5809,0.9044,0.9167,0.6666666666666666,50
CR19b175904-838,542.8359375,474.46875,18.1015625,1,6,2.327,7.408,2.578,0.7163,0.93,1.0,50
CR19b175904-839,621.66015625,398.14453125,17.431640625,3,8,6.093,3.23,1.313,0.9953,0.87,1.0,50
CR19b175904-840,544.14892578125,479.7763671875,17.6640625,1,32,1.115,1.507,28.7,0.685,1.0,0.625,50
CR19b175904-841,609.0481636597938,407.84503865979383,17.502094072164947,4,97,2.217,1.182,43.76,0.9944,0.8412,0.8350515463917526,50
CR19b175904-842,534.1064453125,485.5361328125,17.353515625,3,16,2.46,7.059,6.503,0.9092,0.8375,0.6875,50
CR19b175904-843,615.0791903409091,408.0316051136364,17.386363636363637,4,44,2.35,3.642,18.72,0.9974,0.7255,0.6818181818181818,50
CR19b175904-844,598.03125,423.67534722222223,17.994791666666668,2,9,13.97,3.351,0.6442,0.9962,0.7733,1.0,50
CR19b175904-845,601.0460980662983,418.59642610497235,17.92722720994475,2,181,4.978,1.806,36.36,0.9983,0.8461,0.8895027624309392,50
CR19b175904-846,645.6306818181819,364.94602272727275,17.150568181818183,3,11,4.844,5.203,2.271,0.9856,0.6527,0.6363636363636364,50
CR19b175904-847,520.3216145833334,500.5651041666667,17.705729166666668,2,12,5.944,1.515,2.019,0.9939,0.7483,1.0,50
CR19b175904-848,580.2224482248521,441.17825443786984,17.92409393491124,2,169,5.758,1.553,29.35,0.9897,0.8362,0.9467455621301775,50
CR19b175904-849,582.1489241803279,434.63365778688524,19.07127732240437,2,915,14.43,1.265,63.43,0.999,0.8741,0.9814207650273225,50
CR19b175904-850,617.7015625,405.1884375,17.5434375,2,50,4.468,2.452,11.19,0.9986,0.8892,0.7,50
CR19b175904-851,666.1412401574803,356.9242125984252,17.362819881889763,4,127,3.759,2.374,33.79,0.999,0.9657,0.952755905511811,50
CR19b175904-852,530.5489583333333,493.81458333333336,17.204166666666666,1,15,2.348,7.722,6.389,0.778,1.0,0.6,50
CR19b175904-853,586.2,450.546875,17.59375,1,10,3.149,7.451,3.176,0.9548,0.924,0.6,50
CR19b175904-854,539.3854166666666,482.14756944444446,18.461805555555557,1,9,3.827,3.664,2.352,0.6531,1.0,0.7777777777777778,50
CR19b175904-855,570.3639322916666,451.7884114583333,18.243489583333332,3,24,8.119,3.427,2.956,0.9992,0.8775,1.0,50
CR19b175904-856,639.0216789667896,374.0700530442804,19.924008302583026,2,271,10.71,1.176,25.31,0.999,0.8013,0.9704797047970479,50
CR19b175904-857,525.3097426470588,497.21875,17.752757352941178,1,17,1.432,3.0,11.87,0.6859,0.7365,0.47058823529411764,50
CR19b175904-858,596.4496527777778,423.3342013888889,17.67621527777778,1,18,2.951,4.285,6.1,0.9639,0.9167,0.9444444444444444,50
CR19b175904-859,628.6960433135705,388.0794013504611,19.488698122529645,2,759,15.62,1.144,48.6,0.9989,0.8645,0.9723320158102767,50
CR19b175904-860,657.8259242957746,359.81382042253523,21.5662411971831,2,213,9.006,1.63,23.65,0.999,0.729,0.9812206572769953,50
CR19b175904-861,656.9451308139535,364.0599563953488,17.186773255813954,4,43,2.456,2.082,17.51,0.9964,0.8321,0.7441860465116279,50
CR19b175904-862,517.1439732142857,506.703125,17.46875,1,14,2.055,3.174,6.812,0.7261,0.9171,0.8571428571428571,50
CR19b175904-863,645.6140202702703,373.8325591216216,17.62943412162162,1,74,2.265,1.986,32.67,0.9576,0.963,0.972972972972973,50
CR19b175904-864,570.936493844697,454.6049952651515,19.2075836489899,2,792,8.814,1.246,89.86,0.9982,0.886,0.9747474747474747,50
CR19b175904-865,534.5503472222222,488.0827546296296,17.727430555555557,2,27,2.864,3.481,9.428,0.9454,0.9304,0.8888888888888888,50
CR19b175904-866,635.1672133977901,383.36030300414365,18.946067852209946,2,724,9.649,1.546,75.03,0.9987,0.9199,0.9751381215469613,50
CR19b175904-867,649.11328125,367.1731770833333,17.075520833333332,4,12,2.946,9.037,4.074,0.975,0.7533,0.9166666666666666,50
CR19b175904-868,575.9921875,444.125,22.4375,1,2,NaN,NaN,NaN,0.9921,1.0,1.0,50
CR19b175904-869,534.6979166666666,490.984375,16.875,2,3,41.16,2.799,0.07288,0.8033,1.0,1.0,50
CR19b175904-870,624.8079842641844,400.7841866134752,19.15633311170213,2,564,10.31,1.502,54.68,0.9989,0.8667,0.9609929078014184,50
CR19b175904-871,590.6697073699422,433.64365065028903,18.132767341040463,2,346,5.725,1.803,60.44,0.9987,0.8698,0.884393063583815,50
CR19b175904-872,607.460497032641,413.2914502967359,19.655461795252226,2,674,11.06,1.508,60.93,0.9991,0.894,0.9643916913946587,50
CR19b175904-873,529.6127232142857,498.7154017857143,17.546875,2,14,3.658,1.769,3.827,0.773,0.89,0.5,50
CR19b175904-874,547.4921875,474.6953125,17.669270833333332,1,6,6.097,10.99,0.9841,0.7489,0.8767,0.6666666666666666,50
CR19b175904-875,555.3616071428571,468.90792410714283,17.645647321428573,2,28,2.493,5.03,11.23,0.9799,0.8014,0.8571428571428571,50
CR19b175904-876,655.7903645833334,372.763671875,17.104817708333332,2,24,2.256,1.968,10.64,0.9226,0.9308,0.6666666666666666,50
CR19b175904-877,656.5455729166666,369.25390625,17.315755208333332,3,24,2.317,2.808,10.36,0.9565,0.8583,0.6666666666666666,50
CR19b175904-878,662.6599716446125,360.17775283553874,18.989809782608695,2,529,8.306,1.333,63.69,0.999,0.8676,0.9716446124763705,50
CR19b175904-879,669.2858455882352,366.14889705882354,17.955882352941178,1,17,4.271,8.406,3.98,0.9332,0.9894,0.5882352941176471,50
CR19b175904-880,584.9098557692307,443.2956730769231,17.02283653846154,3,13,5.523,8.368,2.354,0.9888,0.8277,0.9230769230769231,50
CR19b175904-881,559.2083089953271,467.99255257009344,18.314471378504674,4,214,5.021,2.413,42.62,0.9958,0.835,0.9299065420560748,50
CR19b175904-882,585.669981060606,439.0626775568182,18.733072916666668,2,264,9.103,3.336,29.0,0.9989,0.8427,0.9734848484848485,50
CR19b175904-883,643.2477921195652,379.04636548913044,19.894719957729468,2,828,11.34,1.59,73.0,0.999,0.9091,0.9879227053140096,50
CR19b175904-884,634.3287567385445,390.75269541778977,18.959568733153638,2,371,10.59,1.646,35.04,0.9977,0.8789,0.9568733153638814,50
CR19b175904-885,549.7825520833334,476.4127604166667,17.565104166666668,2,12,8.433,3.994,1.423,0.9963,0.7733,0.5833333333333334,50
CR19b175904-886,621.941550925926,407.3078703703704,18.69502314814815,2,27,7.465,3.927,3.617,0.9991,0.8696,0.9259259259259259,50
CR19b175904-887,643.8597222222222,385.81319444444443,18.391666666666666,2,45,2.695,2.334,16.7,0.9888,0.7724,0.6444444444444445,50
CR19b175904-888,652.003125,377.721875,17.009375,2,5,21.59,14.46,0.2316,0.9035,1.0,1.0,50
CR19b175904-889,595.1103515625,431.062255859375,18.06884765625,4,64,4.444,1.507,14.4,0.9989,0.8731,0.84375,50
CR19b175904-890,637.4765625,391.87319711538464,17.346754807692307,1,26,2.46,1.508,10.57,0.998,0.8223,0.9615384615384616,50
CR19b175904-891,671.6614583333334,354.78233506944446,17.43706597222222,2,144,7.347,2.394,19.6,0.9986,0.9786,0.9513888888888888,50
CR19b175904-892,591.5952818627451,428.5827205882353,17.49234068627451,2,51,3.314,2.739,15.39,0.9976,0.7043,0.8823529411764706,50
CR19b175904-893,616.5564583333334,412.88625,17.384270833333332,4,150,3.68,1.32,40.76,0.999,0.832,0.9266666666666666,50
CR19b175904-894,591.2894965277778,439.0603298611111,18.157552083333332,2,36,5.345,1.693,6.735,0.9991,0.7372,0.9166666666666666,50
CR19b175904-895,614.0898640738814,416.06581685744015,20.168932101977106,2,961,13.61,1.399,70.63,0.9989,0.8948,0.9750260145681582,50
CR19b175904-896,530.8671875,495.609375,18.4609375,3,2,NaN,NaN,NaN,0.9038,1.0,1.0,50
CR19b175904-897,562.30078125,462.19921875,17.0625,1,4,13.09,52.98,0.3055,0.2019,1.0,0.25,50
CR19b175904-898,592.5566489361702,437.5897606382979,18.668617021276596,4,235,4.258,1.503,55.19,0.9991,0.8419,0.9148936170212766,50
CR19b175904-899,571.0846774193549,461.2547883064516,18.196320564516128,2,62,4.964,2.796,12.49,0.9986,0.8106,0.9354838709677419,50
CR19b175904-900,673.378125,356.7484375,17.2828125,4,10,13.87,2.346,0.7212,0.9992,0.782,1.0,50
CR19b175904-901,639.5091911764706,389.59558823529414,17.182904411764707,2,17,3.858,2.517,4.406,0.9715,0.8235,0.7647058823529411,50
CR19b175904-902,635.5414565158125,399.1519049890949,19.048578925845145,2,917,11.2,2.067,81.85,0.9986,0.8802,0.9618320610687023,50
CR19b175904-903,662.9683948863636,366.28196022727275,17.808238636363637,2,44,3.026,3.001,14.54,0.9684,0.8977,0.8181818181818182,50
CR19b175904-904,575.297830882353,448.74275735294117,19.519742647058823,2,425,8.391,1.422,50.65,0.9961,0.847,0.9576470588235294,50
CR19b175904-905,552.8797965116279,479.5625726744186,18.437136627906977,3,215,3.109,1.022,69.16,0.9751,0.9012,0.8790697674418605,50
CR19b175904-906,600.2371651785714,425.5454799107143,17.450055803571427,4,56,2.16,2.571,25.92,0.9949,0.9,0.7142857142857143,50
CR19b175904-907,607.0432009043927,419.12055878552974,19.32295704134367,2,387,9.574,1.134,40.42,0.999,0.7887,0.979328165374677,50
CR19b175904-908,540.96875,488.97743055555554,17.690104166666668,1,18,1.92,5.997,9.377,0.8622,1.0,0.5555555555555556,50
CR19b175904-909,629.9154728701826,395.47287018255577,19.91693078093306,2,493,12.14,1.343,40.61,0.9982,0.7923,0.9046653144016227,50
CR19b175904-910,534.3046875,496.0859375,18.174479166666668,2,12,3.367,3.976,3.564,0.7216,1.0,0.3333333333333333,50
CR19b175904-911,589.3239583333333,442.1822916666667,17.433333333333334,1,15,3.713,4.359,4.04,0.9952,0.7347,1.0,50
CR19b175904-912,536.828125,494.95703125,18.0625,4,4,20.79,57.2,0.1924,0.8922,1.0,1.0,50
CR19b175904-913,608.1728515625,424.32045200892856,17.780552455357142,2,112,4.72,2.234,23.73,0.9964,0.7991,0.9285714285714286,50
CR19b175904-914,538.8923611111111,491.1232638888889,17.539930555555557,4,9,2.403,4.293,3.746,0.7808,1.0,0.4444444444444444,50
CR19b175904-915,597.9925595238095,429.828125,17.155505952380953,2,21,2.938,3.679,7.147,0.9982,0.6762,0.6190476190476191,50
CR19b175904-916,525.8001302083334,502.4908854166667,17.53125,4,48,1.437,3.354,33.4,0.8709,0.9804,0.5208333333333334,50
CR19b175904-917,671.6355846774194,362.682560483871,17.45453629032258,2,155,4.017,2.526,38.59,0.9985,0.8884,0.8129032258064516,50
CR19b175904-918,675.0391171328671,358.5305944055944,18.518957604895103,2,286,10.07,2.005,28.4,0.9989,0.8766,0.9335664335664335,50
CR19b175904-919,601.655868902439,428.3883384146341,17.860518292682926,1,41,2.112,3.553,19.41,0.9935,0.78,1.0,50
CR19b175904-920,650.1414214199029,381.59306735436894,18.861422936893202,2,412,5.205,1.444,79.15,0.9931,0.9317,0.941747572815534,50
CR19b175904-921,587.1693948412699,445.4970238095238,18.44518849206349,2,126,3.924,1.881,32.11,0.9869,0.9552,0.753968253968254,50
CR19b175904-922,611.8345316059225,422.4940560933941,20.456791002277903,2,439,10.72,1.243,40.95,0.9989,0.7926,0.9817767653758542,50
CR19b175904-923,564.3052083333333,469.40520833333335,17.388541666666665,3,15,8.047,3.38,1.864,0.9992,0.712,1.0,50
CR19b175904-924,555.2994791666666,477.4192708333333,19.990885416666668,4,24,7.874,3.146,3.048,0.9991,0.8425,0.9583333333333334,50
CR19b175904-925,615.9464033018868,420.729304245283,18.713384433962265,2,265,9.97,1.226,26.58,0.999,0.7574,0.9018867924528302,50
CR19b175904-926,564.1895870938628,470.3319607400722,18.603254738267147,4,554,4.404,1.653,125.8,0.9946,0.8934,0.8772563176895307,50
CR19b175904-927,631.1586156542056,403.8473714953271,19.113522196261684,2,535,12.15,2.563,44.03,0.9982,0.8599,0.9682242990654205,50
CR19b175904-928,665.3483231707318,371.1863567073171,17.555640243902438,1,41,3.233,1.57,12.68,0.9069,0.9702,0.8780487804878049,50
CR19b175904-929,645.1377840909091,391.10795454545456,17.298295454545453,1,11,6.152,1.716,1.788,0.9991,0.7073,1.0,50
CR19b175904-930,655.578125,382.998046875,17.8505859375,1,16,3.144,4.361,5.089,0.988,0.7912,0.9375,50
CR19b175904-931,621.1925551470588,410.6507352941176,17.167279411764707,4,34,3.217,2.112,10.57,0.9972,0.8018,1.0,50
CR19b175904-932,577.8046875,461.69921875,16.828125,2,4,5.568,4.998,0.7184,0.3936,1.0,0.5,50
CR19b175904-933,568.3364583333333,465.65625,19.835416666666667,4,15,7.677,2.383,1.954,0.9992,0.6853,0.9333333333333333,50
CR19b175904-934,558.8959066901408,476.05105633802816,17.657350352112676,4,71,2.162,5.243,32.84,0.9944,0.8448,0.8591549295774648,50
CR19b175904-935,677.0770833333333,359.93958333333336,18.178125,4,15,24.37,3.695,0.6155,0.9991,0.828,1.0,50
CR19b175904-936,599.2442895179372,436.02820207399105,19.81109865470852,2,446,14.17,1.299,31.48,0.9991,0.7898,0.9932735426008968,50
CR19b175904-937,536.9125,497.825,18.828125,4,5,5.185,3.312,0.9644,0.785,1.0,1.0,50
CR19b175904-938,629.9014295212766,399.85754654255317,21.31931515957447,2,188,10.4,1.344,18.08,0.999,0.7048,0.9521276595744681,50
CR19b175904-939,592.0109375,447.5734375,17.071875,3,10,3.203,8.431,3.122,0.9262,0.954,1.0,50
CR19b175904-940,537.7354166666667,501.4298611111111,17.976041666666667,4,45,1.973,4.832,22.81,0.9383,0.9618,0.8222222222222222,50
CR19b175904-941,582.7442255434783,455.22860054347825,17.49694293478261,2,46,2.197,3.947,20.94,0.9607,0.943,0.717391304347826,50
CR19b175904-942,564.1955236486486,471.4649493243243,20.10599662162162,2,37,7.741,3.285,4.78,0.9989,0.8811,0.9459459459459459,50
CR19b175904-943,546.0598958333334,491.5989583333333,17.808333333333334,2,30,4.407,14.67,6.807,0.9935,0.9187,0.8,50
CR19b175904-944,597.1986820133587,441.0741889312977,19.541030534351144,2,524,10.24,2.237,51.15,0.9991,0.8416,0.9809160305343512,50
CR19b175904-945,680.4002659574468,356.85405585106383,16.892287234042552,4,47,3.507,2.052,13.4,0.9983,0.9515,0.9787234042553191,50
CR19b175904-946,641.1354880136986,398.1962756849315,17.452268835616437,2,73,8.653,7.664,8.436,0.999,0.9441,0.9041095890410958,50
CR19b175904-947,621.0698784722222,415.6419270833333,19.525499131944443,2,144,6.786,6.878,21.22,0.999,0.8622,0.9861111111111112,50
CR19b175904-948,626.0736607142857,413.22496118012424,19.379173136645964,2,161,8.523,3.019,18.89,0.999,0.9302,0.9813664596273292,50
CR19b175904-949,625.2425986842105,406.6038925438597,17.44106359649123,2,57,3.745,1.837,15.22,0.9989,0.8754,0.8771929824561403,50
CR19b175904-950,589.984375,451.26420454545456,17.730823863636363,1,22,1.746,1.77,12.6,0.9447,0.7873,0.5909090909090909,50
CR19b175904-951,593.4176136363636,443.77272727272725,17.214488636363637,4,11,4.137,3.406,2.659,0.9796,0.9091,0.6363636363636364,50
CR19b175904-952,642.115625,392.345,18.556875,4,25,2.463,6.512,10.15,0.9939,0.8048,1.0,50
CR19b175904-953,619.8618467514125,417.98243290960454,18.066384180790962,4,177,4.102,2.05,43.15,0.999,0.8816,0.943502824858757,50
CR19b175904-954,647.9387886597938,390.26006765463916,18.533505154639176,2,194,5.343,1.5,36.31,0.9987,0.9037,0.9381443298969072,50
CR19b175904-955,534.9350328947369,506.733826754386,17.65926535087719,2,57,2.619,3.066,21.76,0.9551,0.9698,0.7192982456140351,50
CR19b175904-956,544.3541666666666,494.75104166666665,17.748958333333334,4,15,4.674,2.57,3.209,0.9263,0.84,0.5333333333333333,50
CR19b175904-957,574.898097826087,463.9714673913044,17.70516304347826,1,23,3.026,7.463,7.601,0.9528,0.8817,0.9130434782608695,50
CR19b175904-958,572.990625,464.57890625,20.31640625,4,20,5.231,1.861,3.823,0.9988,0.854,1.0,50
CR19b175904-959,554.421875,484.03515625,19.04296875,4,8,13.21,1.36,0.6057,0.9988,0.7825,1.0,50
CR19b175904-960,558.0348611111111,482.3671527777778,18.7725,3,225,3.774,1.226,59.62,0.9965,0.8911,0.9555555555555556,50
CR19b175904-961,657.6227678571429,381.58482142857144,18.840959821428573,2,28,4.445,2.466,6.299,0.9982,0.9,1.0,50
CR19b175904-962,666.2622767857143,374.84747023809524,17.424479166666668,2,42,2.361,10.75,17.79,0.9697,0.8914,0.7857142857142857,50
CR19b175904-963,655.2734375,386.28515625,16.73828125,1,12,5.423,8.07,2.213,0.9875,0.8067,1.0,50
CR19b175904-964,636.1675531914893,408.0555186170213,18.49717420212766,4,94,2.445,1.197,38.45,0.9864,0.8047,0.7021276595744681,50
CR19b175904-965,680.8058035714286,360.42299107142856,19.1796875,4,14,12.17,7.247,1.15,0.9991,0.68,0.9285714285714286,50
CR19b175904-966,687.1775568181819,355.99147727272725,17.165482954545453,4,22,2.393,3.833,9.193,0.9465,0.6727,0.8636363636363636,50
CR19b175904-967,582.61640625,458.4421875,17.41796875,2,20,2.771,16.24,7.218,0.9255,0.823,0.45,50
CR19b175904-968,582.9639423076923,461.73617788461536,17.459134615384617,1,26,4.134,2.269,6.289,0.9961,0.73,0.5384615384615384,50
CR19b175904-969,539.827612704918,503.5204918032787,17.866803278688526,2,61,4.097,7.059,14.89,0.9989,0.7554,0.7704918032786885,50
CR19b175904-970,668.5477430555555,375.7682291666667,17.09982638888889,4,18,3.082,5.21,5.841,0.9404,0.75,0.6111111111111112,50
CR19b175904-971,571.1879937923251,467.12778639954854,19.146656320541762,2,443,5.957,1.82,74.37,0.9952,0.9179,0.9029345372460497,50
CR19b175904-972,644.8151041666666,395.2916666666667,20.587239583333332,4,12,7.134,3.098,1.682,0.9981,0.7917,1.0,50
CR19b175904-973,563.5360576923077,479.07091346153845,17.207932692307693,2,13,3.374,1.684,3.853,0.8816,0.9831,1.0,50
CR19b175904-974,660.0875,382.5,16.83359375,1,20,1.735,2.182,11.53,0.9809,0.727,0.85,50
CR19b175904-975,664.7196127300614,380.9789110429448,18.21894171779141,2,163,3.236,1.657,50.37,0.9975,0.9283,0.9754601226993865,50
CR19b175904-976,551.6083559782609,489.6066576086956,17.63077445652174,1,46,1.576,2.687,29.18,0.9298,0.9965,0.5869565217391305,50
CR19b175904-977,620.7442434210526,423.625,17.28207236842105,3,19,2.423,4.198,7.841,0.9956,0.8958,0.7894736842105263,50
CR19b175904-978,580.1337890625,463.7978515625,17.306640625,1,16,1.829,6.203,8.749,0.7644,0.61,0.5625,50
CR19b175904-979,588.8556857638889,455.3860677083333,17.39865451388889,2,72,4.136,4.154,17.41,0.9974,0.9433,0.8194444444444444,50
CR19b175904-980,641.4693509615385,402.5576923076923,17.89483173076923,1,26,3.16,2.009,8.228,0.9939,0.9546,1.0,50
CR19b175904-981,593.90625,450.60069444444446,17.057291666666668,2,27,1.258,3.195,21.46,0.9145,0.7015,0.5185185185185185,50
CR19b175904-982,554.9890625,488.2765625,16.996875,2,10,6.974,15.47,1.434,0.976,0.796,0.8,50
CR19b175904-983,645.67072740113,395.95338983050846,18.088718220338983,3,177,4.781,2.325,37.02,0.9983,0.8254,0.9661016949152542,50
CR19b175904-984,678.9163208007812,364.615234375,18.483154296875,2,256,4.473,1.701,57.23,0.9987,0.852,0.88671875,50
CR19b175904-985,587.6595982142857,458.60044642857144,17.560267857142858,1,14,2.781,3.155,5.034,0.8742,0.7914,0.9285714285714286,50
CR19b175904-986,597.875,446.953125,17.6171875,1,2,NaN,NaN,NaN,0.7852,1.0,0.5,50
CR19b175904-987,680.3320525956284,358.4721226092896,20.176485655737704,2,366,10.27,1.207,35.64,0.999,0.8409,0.9890710382513661,50
CR19b175904-988,650.0736607142857,393.84300595238096,17.13095238095238,1,21,2.846,5.81,7.38,0.9978,0.8362,1.0,50
CR19b175904-989,674.6240808823529,373.2132352941176,17.138786764705884,2,17,2.176,11.04,7.813,0.5458,0.8353,0.5294117647058824,50
CR19b175904-990,549.8963068181819,495.0582386363636,17.619318181818183,1,11,1.836,3.517,5.992,0.9436,0.6091,1.0,50
CR19b175904-991,616.0774044296116,426.1937196601942,18.365898058252426,2,412,7.282,2.669,56.58,0.9989,0.8851,0.9757281553398058,50
