"x"
23
2
28
18
23
17
2
23
2
2
28
28
2
18
28
28
2
23
2
28
18
2
23
28
28
18
21
18
23
13
2
28
2
28
2
18
2
18
2
2
28
23
2
2
17
18
2
2
18
2
2
23
28
2
18
2
28
2
2
28
28
2
2
18
2
2
2
2
2
23
2
23
13
28
28
2
18
28
2
2
2
28
28
2
23
2
28
28
28
2
28
2
6
28
23
2
2
2
18
2
28
2
2
23
2
2
23
18
2
18
28
2
23
2
28
28
2
23
28
28
23
2
2
18
2
18
28
23
28
2
2
2
2
2
2
28
28
23
2
2
2
2
18
28
2
2
23
28
2
2
2
2
2
28
2
23
2
2
13
2
2
23
18
2
2
28
18
2
23
2
23
2
28
2
28
2
28
28
2
2
6
2
18
18
23
28
2
2
2
2
28
18
2
2
2
18
2
23
23
2
28
2
2
2
28
2
28
28
23
28
2
28
2
18
23
2
2
18
2
2
23
18
18
18
2
28
28
23
23
2
2
2
2
18
18
2
2
2
23
23
28
2
28
18
2
28
28
2
2
2
23
28
2
28
2
2
28
28
2
2
2
28
2
23
28
23
2
22
2
28
2
23
23
23
28
2
28
2
2
2
2
28
18
2
23
2
28
28
2
2
23
28
18
13
2
26
2
2
28
2
2
2
2
28
2
2
28
23
2
2
23
2
28
23
2
28
23
28
2
23
18
28
23
2
2
28
23
2
23
2
18
2
18
27
28
18
2
2
2
28
28
18
2
2
23
28
2
23
2
18
23
2
28
28
18
13
2
28
2
28
6
2
28
2
2
28
23
28
2
28
2
28
23
18
18
24
24
24
24
24
24
24
24
0
6
28
28
24
24
24
24
24
24
28
28
13
24
24
24
28
24
28
0
21
28
28
28
0
28
0
0
15
21
21
28
0
28
21
21
0
21
28
28
28
28
28
20
0
28
15
28
28
0
28
21
28
21
0
28
0
0
21
0
21
0
28
21
28
28
28
28
28
28
28
28
14
27
28
21
28
28
21
0
28
28
0
28
0
0
0
21
28
28
28
28
0
28
0
28
21
0
6
28
0
0
21
28
14
21
0
21
21
28
0
28
21
15
21
21
28
0
28
0
28
0
0
0
0
28
0
0
28
21
28
28
28
28
28
28
0
28
0
0
0
28
0
0
28
0
0
0
28
28
28
28
0
0
28
21
28
28
28
15
21
28
28
15
7
21
28
28
28
15
28
0
28
28
0
28
28
0
28
28
21
0
28
28
0
28
28
0
28
28
28
28
28
28
28
0
0
0
21
0
28
28
28
21
28
28
0
28
0
28
0
0
21
0
28
0
28
28
0
0
3
0
28
26
28
28
0
28
0
28
28
21
28
0
28
28
28
28
28
28
28
0
0
0
0
28
21
27
28
20
0
28
0
28
0
0
0
0
28
28
28
0
21
15
28
28
28
28
21
28
28
28
28
21
28
28
0
28
21
0
28
0
21
28
28
0
28
28
0
13
0
0
28
0
0
28
28
28
0
0
28
28
0
0
28
28
21
4
22
4
4
27
22
4
28
13
4
16
4
4
13
4
4
4
28
28
27
1
4
4
4
28
27
4
22
4
27
4
4
27
4
4
28
28
4
4
14
4
28
22
4
4
4
27
22
4
4
28
4
4
28
22
21
28
28
4
4
27
28
28
27
4
4
28
4
4
28
27
4
28
4
4
4
27
4
4
28
4
27
28
4
4
28
4
4
4
4
28
4
16
28
28
22
4
4
22
4
28
4
28
4
4
4
4
28
16
4
4
27
27
28
22
27
28
27
4
28
27
4
28
22
4
14
27
27
27
13
22
22
28
4
22
4
4
4
4
4
4
28
28
28
22
22
28
28
27
22
4
4
3
4
4
28
4
25
28
4
4
28
4
28
21
4
4
4
4
4
4
4
28
4
22
22
27
28
4
4
4
27
22
4
4
22
4
4
4
4
22
28
27
22
28
28
4
4
4
28
4
28
27
28
28
4
22
3
28
4
28
28
4
27
28
4
13
28
28
28
28
4
4
28
4
28
16
27
4
28
27
4
4
27
4
28
28
28
28
22
4
27
26
4
4
4
27
4
3
4
28
4
4
4
28
14
4
4
3
27
22
27
27
14
16
25
28
4
16
4
4
28
4
4
4
22
28
27
4
28
4
4
4
22
4
4
4
3
15
22
28
22
4
4
28
28
28
4
28
4
28
16
28
4
28
28
28
4
28
4
4
4
4
22
28
27
4
4
4
21
4
28
14
4
28
28
4
22
4
28
4
28
4
4
7
28
4
4
27
4
28
4
4
28
28
28
28
4
22
4
28
4
16
4
28
27
28
4
4
28
28
4
4
22
22
4
13
22
22
4
4
4
16
22
28
4
28
4
27
4
4
14
4
22
4
4
4
27
4
4
28
28
28
28
28
14
4
4
28
4
22
4
4
28
28
28
28
28
4
28
28
28
22
27
27
4
4
28
28
28
28
28
28
4
4
20
4
22
22
4
4
28
28
4
4
3
4
28
28
28
4
14
4
4
28
28
28
4
4
4
22
4
28
27
22
25
4
4
4
25
28
28
27
27
4
4
4
28
27
22
28
28
3
28
28
4
28
28
4
28
4
28
28
28
4
15
28
22
22
4
4
28
4
4
14
27
28
27
22
4
28
4
28
16
4
4
28
28
13
4
4
28
25
4
22
28
25
27
28
28
4
4
22
27
4
4
27
4
25
28
4
28
4
27
27
28
25
28
4
4
4
28
4
16
28
4
14
4
4
27
25
28
4
28
28
4
28
27
4
4
4
4
27
28
4
4
4
28
27
4
3
4
28
28
4
28
4
3
28
25
22
4
16
4
26
4
4
4
4
28
4
28
28
4
4
4
4
4
4
28
4
4
22
4
28
27
4
22
4
22
4
4
28
4
4
27
28
4
27
28
28
4
28
4
4
27
28
4
27
4
27
4
28
4
4
28
4
27
4
16
4
4
4
4
4
4
4
4
28
28
22
4
4
4
27
4
28
22
27
4
22
28
27
28
4
4
28
21
28
27
4
4
27
4
4
25
4
27
13
22
4
22
28
27
4
14
4
3
28
22
27
28
4
4
4
22
4
28
28
28
14
28
22
4
4
22
22
4
4
3
22
4
28
4
4
22
28
4
4
22
27
28
4
4
25
16
4
28
28
4
4
4
4
4
4
28
4
4
27
22
4
4
4
4
28
28
4
4
4
4
4
4
28
16
14
28
4
28
28
27
22
4
28
28
4
4
16
25
4
3
22
28
28
22
27
28
4
28
4
22
28
4
4
4
28
28
4
4
4
4
28
22
28
3
4
28
28
28
4
4
28
4
28
22
28
4
4
4
4
13
28
4
27
4
4
6
28
28
4
3
4
28
28
27
22
3
4
28
19
28
4
22
4
4
27
4
4
4
22
28
28
28
28
28
4
28
22
28
4
4
4
4
4
22
4
28
28
28
22
4
4
4
28
27
28
28
22
16
28
4
4
4
28
28
27
28
14
28
28
28
28
28
28
28
28
28
28
27
28
28
15
28
28
28
28
27
28
28
28
28
28
28
28
22
27
28
28
28
28
28
28
28
28
28
28
4
28
28
28
22
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
14
28
28
4
28
28
28
28
27
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
12
28
27
28
28
28
27
28
28
27
28
28
28
28
28
28
28
28
28
4
28
28
28
28
28
4
20
27
28
28
28
28
28
28
28
27
22
28
28
28
22
28
28
28
27
27
16
28
28
28
28
28
28
28
28
28
28
27
28
28
28
28
28
28
28
28
22
28
28
28
28
4
28
28
28
28
28
28
28
28
28
28
27
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
27
28
28
28
28
28
28
28
28
28
28
25
28
16
28
28
28
28
28
27
15
28
28
28
28
4
27
28
28
28
22
28
27
28
28
28
28
28
28
28
28
4
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
6
28
28
25
28
28
28
28
28
28
28
28
28
4
28
28
28
3
27
28
28
28
28
28
4
28
28
28
28
28
16
28
28
28
28
28
28
28
28
28
28
28
28
28
28
27
4
28
27
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
27
28
28
28
28
4
28
28
28
28
28
28
28
28
20
28
28
28
19
27
13
4
28
1
28
28
28
28
28
27
28
28
28
4
28
28
28
28
28
28
28
28
28
28
27
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
27
28
27
28
3
28
28
28
4
28
28
28
20
28
28
28
4
28
28
4
28
28
28
28
28
28
6
28
28
28
27
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
4
28
28
28
28
28
28
28
28
28
28
22
28
28
28
28
28
3
28
28
28
27
4
28
28
28
3
28
28
28
4
28
28
27
28
4
27
28
28
28
28
28
28
28
28
16
28
4
13
18
28
18
28
18
18
28
18
16
18
18
18
18
18
28
28
18
18
18
18
18
18
18
28
28
18
18
18
18
28
18
28
18
18
28
23
18
18
13
18
18
28
28
18
18
18
18
28
18
28
18
28
18
18
18
18
28
18
28
18
28
18
28
13
28
28
28
18
18
18
8
18
18
28
18
18
18
28
28
18
18
18
28
18
18
18
28
18
6
18
28
18
28
28
18
18
18
18
28
28
18
18
3
28
4
28
16
4
28
4
28
28
4
28
28
3
28
4
4
28
3
28
28
21
28
28
4
28
28
4
28
3
3
28
28
3
4
28
3
4
28
28
28
28
28
4
3
28
4
28
28
28
4
3
28
4
4
28
28
3
28
4
28
28
4
4
3
28
28
4
3
4
14
28
3
4
3
4
28
25
28
27
28
4
28
4
28
28
28
3
28
3
28
4
4
3
4
3
3
28
28
3
3
4
28
9
28
28
28
28
28
28
28
28
28
28
4
27
28
28
28
4
15
28
28
4
28
4
28
3
4
4
28
28
4
28
28
28
28
28
28
3
28
28
28
28
3
28
28
28
3
3
3
28
3
28
3
3
28
3
20
27
28
3
28
28
28
28
4
15
27
16
3
15
28
28
28
28
28
28
27
28
3
3
28
3
28
3
19
4
4
28
28
28
3
4
19
28
3
28
28
3
4
28
3
3
4
4
3
19
28
3
28
3
28
3
28
28
25
4
3
28
28
28
28
4
27
27
3
28
3
27
3
28
4
3
4
19
15
25
28
25
27
28
3
4
16
3
28
4
3
28
3
28
4
22
28
28
28
28
3
28
3
19
28
3
28
4
28
4
28
22
15
3
28
27
28
28
28
