cell,x,y,z,cluster,n_transcripts,density,elongation,area,avg_confidence,avg_assignment_confidence,max_cluster_frac,lifespan
CR0384e620e-963,850.33984375,465.5234375,17.24609375,3,4,8.664,3.124,0.4617,0.5494,1.0,0.5,50
CR0384e620e-964,946.91796875,371.60546875,18.1484375,1,4,14.83,27.13,0.2698,0.7565,1.0,0.75,50
CR0384e620e-965,926.109375,395.4177517361111,17.12521701388889,3,72,4.179,4.625,17.23,0.9994,0.8633,0.9722222222222222,50
CR0384e620e-966,867.70625,449.2583333333333,17.459895833333334,4,30,2.78,3.314,10.79,0.9971,0.8393,0.7,50
CR0384e620e-967,887.7329545454545,429.29403409090907,18.06534090909091,3,11,18.62,10.65,0.5909,0.9986,0.8618,1.0,50
CR0384e620e-968,913.1319444444445,408.62413194444446,17.118055555555557,1,18,3.084,4.238,5.837,0.997,0.8633,1.0,50
CR0384e620e-969,921.9140625,398.45516304347825,16.84069293478261,3,46,3.972,2.253,11.58,0.9992,0.8704,0.8695652173913043,50
CR0384e620e-970,908.8323863636364,413.0625,17.245738636363637,1,11,4.016,6.344,2.739,0.998,0.6018,0.9090909090909091,50
CR0384e620e-971,826.1061580882352,499.5422794117647,17.51011029411765,3,102,2.6,1.973,39.23,0.9987,0.8604,0.8431372549019608,50
CR0384e620e-972,901.3142316365979,417.2501610824742,17.85901256443299,3,388,6.557,2.131,59.17,0.9992,0.9198,0.961340206185567,50
CR0384e620e-973,943.0755151843817,377.19471936008676,18.329955260303688,3,461,6.178,1.516,74.62,0.9973,0.941,0.9631236442516269,50
CR0384e620e-974,949.072265625,370.916015625,17.505859375,2,8,5.274,3.013,1.517,0.8926,1.0,0.375,50
CR0384e620e-975,876.5966796875,446.1943359375,17.4130859375,1,16,2.597,7.528,6.16,0.9973,0.7575,0.9375,50
CR0384e620e-976,888.8607336956521,430.38722826086956,18.090353260869566,2,23,7.901,2.092,2.911,0.9992,0.7643,0.9130434782608695,50
CR0384e620e-977,923.5153532608696,394.7372282608696,17.518885869565217,4,115,3.424,2.182,33.59,0.9993,0.8683,0.9652173913043478,50
CR0384e620e-978,836.9610071301248,480.9505347593583,18.731645499108733,3,561,8.996,1.595,62.36,0.9992,0.8735,0.9590017825311943,50
CR0384e620e-979,953.773125,363.485,20.6375,3,25,4.612,4.393,5.421,0.999,0.8864,0.84,50
CR0384e620e-980,960.2384868421053,357.2450657894737,19.856907894736842,4,19,7.534,3.859,2.522,0.9994,0.7684,0.8947368421052632,50
CR0384e620e-981,845.5336538461538,477.03125,16.62860576923077,2,13,3.758,3.174,3.459,0.9994,0.6938,1.0,50
CR0384e620e-982,972.9303977272727,348.42992424242425,17.082386363636363,1,33,2.119,1.539,15.57,0.9665,1.0,0.5757575757575758,50
CR0384e620e-983,933.3211805555555,388.0416666666667,17.67534722222222,3,9,17.65,5.894,0.5099,0.9993,0.7933,1.0,50
CR0384e620e-984,986.3350694444445,338.69652777777776,17.159375,1,45,3.095,2.184,14.54,0.9988,0.7951,0.6444444444444445,50
CR0384e620e-985,931.0877757352941,386.83088235294116,17.04136029411765,4,34,3.687,2.057,9.221,0.9992,0.7476,0.7941176470588235,50
CR0384e620e-986,963.9816176470588,355.6240808823529,19.988051470588236,4,17,8.142,1.316,2.088,0.999,0.8941,1.0,50
CR0384e620e-987,844.9156966332379,474.2187052292264,17.423531518624642,4,349,3.745,1.878,93.19,0.9987,0.9146,0.9799426934097422,50
CR0384e620e-988,968.1752232142857,354.27455357142856,17.527901785714285,1,14,3.387,7.762,4.133,0.9505,0.8457,0.7857142857142857,50
CR0384e620e-989,930.8370535714286,391.39341517857144,19.194754464285715,3,28,4.95,3.181,5.657,0.9993,0.875,0.9642857142857143,50
CR0384e620e-990,890.3637152777778,428.92925347222223,18.252604166666668,4,36,3.468,2.87,10.38,0.9979,0.7344,0.9444444444444444,50
CR0384e620e-991,983.2177083333333,337.45989583333335,16.845833333333335,3,30,2.53,3.999,11.86,0.9749,0.9613,0.6,50
CR0384e620e-992,877.4092548076923,438.0817307692308,17.564903846153847,1,52,2.463,1.511,21.11,0.9862,0.8808,0.7884615384615384,50
CR0384e620e-993,839.9378125,483.6784375,17.0475,4,50,2.744,2.39,18.22,0.9989,0.8264,0.92,50
CR0384e620e-994,873.005454009434,449.1314858490566,19.112372248427672,3,318,6.698,1.956,47.48,0.9991,0.8699,0.9433962264150944,50
CR0384e620e-995,979.5078125,343.77566964285717,17.887276785714285,1,14,3.963,5.809,3.533,0.9836,0.89,0.7142857142857143,50
CR0384e620e-996,989.9938174460432,335.3328462230216,17.395008992805757,3,139,5.079,2.288,27.37,0.997,0.9855,0.8633093525179856,50
CR0384e620e-997,818.0016121031746,504.05555555555554,17.920572916666668,3,252,3.914,1.032,64.38,0.9992,0.8828,0.8452380952380952,50
CR0384e620e-998,880.0803931451613,443.87298387096774,17.989667338709676,3,124,2.368,1.679,52.37,0.9906,0.8621,0.8629032258064516,50
CR0384e620e-999,966.3125,357.265625,16.59375,1,2,NaN,NaN,NaN,0.9171,1.0,0.5,50
CR0384e620e-1000,854.9266826923077,469.8233173076923,17.127403846153847,1,13,4.034,11.38,3.223,0.9787,0.8954,0.7692307692307693,50
CR0384e620e-1001,869.6964285714286,452.8507846320346,18.90344291125541,3,462,12.3,1.363,37.55,0.9993,0.8404,0.9653679653679653,50
CR0384e620e-1002,873.8660714285714,447.9765625,17.008928571428573,4,14,4.132,4.19,3.388,0.9983,0.8129,0.9285714285714286,50
CR0384e620e-1003,891.0139508928571,428.15625,19.978794642857142,3,28,4.924,3.8,5.686,0.9991,0.8743,0.9285714285714286,50
CR0384e620e-1004,865.4767441860465,456.08855897009965,18.729443521594686,3,301,6.205,1.482,48.51,0.9984,0.8626,0.8903654485049833,50
CR0384e620e-1005,956.6994103773585,365.0492924528302,19.428007075471697,2,265,5.871,1.565,45.14,0.9991,0.9498,0.8867924528301887,50
CR0384e620e-1006,920.3062033582089,404.4365671641791,17.340951492537314,1,67,2.079,1.468,32.23,0.9887,0.8591,0.7014925373134329,50
CR0384e620e-1007,898.9036458333334,422.1232638888889,18.68315972222222,2,18,5.835,1.666,3.085,0.998,0.7789,0.7222222222222222,50
CR0384e620e-1008,908.6354166666666,413.3020833333333,18.955729166666668,2,6,7.524,4.399,0.7974,0.9891,0.8833,1.0,50
CR0384e620e-1009,938.1285350678733,385.65632070135746,17.710548642533936,3,221,5.384,2.2,41.05,0.9992,0.9606,0.8597285067873304,50
CR0384e620e-1010,907.6296542553191,417.70966312056737,17.52033466312057,3,282,5.3,1.388,53.21,0.9953,0.8483,0.9326241134751773,50
CR0384e620e-1011,955.1836647727273,368.3472301136364,17.47294034090909,3,220,6.031,2.635,36.48,0.998,0.898,0.9818181818181818,50
CR0384e620e-1012,859.4675480769231,464.08533653846155,18.045673076923077,2,13,4.119,3.002,3.156,0.9656,0.9831,0.6923076923076923,50
CR0384e620e-1013,887.0397418478261,437.3719429347826,17.59273097826087,4,46,1.334,1.743,34.47,0.932,0.9465,0.391304347826087,50
CR0384e620e-1014,900.181640625,423.9296875,18.54296875,4,8,29.4,43.23,0.2721,0.9944,0.8075,1.0,50
CR0384e620e-1015,912.47021484375,411.428466796875,17.6884765625,3,128,5.385,1.67,23.77,0.9974,0.8503,0.8359375,50
CR0384e620e-1016,828.0572916666666,494.44618055555554,17.62673611111111,1,9,6.977,38.36,1.29,0.9972,0.8111,1.0,50
CR0384e620e-1017,834.8719185756972,489.0837587151394,18.548929282868524,3,502,10.72,1.261,46.84,0.9993,0.8595,0.9840637450199203,50
CR0384e620e-1018,891.9474283854166,431.7215169270833,18.169270833333332,3,96,3.252,6.306,29.52,0.9973,0.9221,0.7916666666666666,50
CR0384e620e-1019,873.5241477272727,451.37215909090907,17.355113636363637,2,11,7.994,2.559,1.376,0.9993,0.7545,1.0,50
CR0384e620e-1020,979.6690705128206,346.2407852564103,18.263621794871796,3,39,2.554,4.887,15.27,0.9731,0.9215,0.717948717948718,50
CR0384e620e-1021,973.5095108695652,353.4544836956522,17.208559782608695,2,23,1.921,2.855,11.97,0.9667,0.9443,0.4782608695652174,50
CR0384e620e-1022,970.4514627659574,357.32646276595744,17.12001329787234,3,47,1.55,2.94,30.32,0.9827,0.9311,0.6595744680851063,50
CR0384e620e-1023,886.9765625,441.34375,17.225,4,10,4.81,6.084,2.079,0.9918,0.91,0.9,50
CR0384e620e-1024,984.516173245614,343.6377467105263,17.69640899122807,3,114,3.564,3.75,31.99,0.9913,0.9665,0.7456140350877193,50
CR0384e620e-1025,943.41015625,383.58203125,16.8359375,4,8,4.053,3.27,1.974,0.9952,0.855,1.0,50
CR0384e620e-1026,853.0101102941177,472.44577205882354,17.5234375,1,34,3.872,2.89,8.781,0.9876,0.9418,0.8529411764705882,50
CR0384e620e-1027,925.4508101851852,403.1209490740741,17.21990740740741,3,54,3.716,1.781,14.53,0.999,0.8259,0.6481481481481481,50
CR0384e620e-1028,980.3890625,348.025,16.4890625,3,10,3.727,16.24,2.683,0.9296,0.864,1.0,50
CR0384e620e-1029,833.7713493663595,495.4303715437788,18.033554147465438,3,434,7.527,1.637,57.66,0.9991,0.8793,0.9516129032258065,50
CR0384e620e-1030,903.815583881579,425.2016858552632,17.730057565789473,1,76,1.515,1.267,50.18,0.9559,0.9184,0.7105263157894737,50
CR0384e620e-1031,857.4561491935484,469.07358870967744,17.29889112903226,3,31,6.965,4.702,4.451,0.9974,0.9677,0.7419354838709677,50
CR0384e620e-1032,845.4278085443038,482.5533030063291,17.559434335443036,4,158,3.321,1.17,47.58,0.9991,0.8371,0.9367088607594937,50
CR0384e620e-1033,927.320987654321,399.34683641975306,18.057098765432098,4,81,2.61,6.257,31.04,0.9989,0.8091,0.9259259259259259,50
CR0384e620e-1034,931.5639398464164,392.79842150170646,17.460057593856654,4,293,4.269,1.237,68.64,0.9993,0.9141,0.9692832764505119,50
CR0384e620e-1035,968.4155505952381,364.7113095238095,17.25874255952381,2,84,3.406,6.788,24.66,0.9982,0.8376,0.8571428571428571,50
CR0384e620e-1036,862.8080357142857,467.6455853174603,17.495535714285715,3,63,1.891,4.517,33.32,0.9815,0.9156,0.8412698412698413,50
CR0384e620e-1037,946.0908564814815,384.1608796296296,17.486689814814813,3,27,5.405,5.892,4.995,0.9952,0.8437,0.7777777777777778,50
CR0384e620e-1038,867.8026510663507,462.2499259478673,17.59478672985782,3,211,3.024,1.859,69.77,0.9949,0.8562,0.943127962085308,50
CR0384e620e-1039,941.841431451613,389.7244959677419,17.27469758064516,4,155,2.517,1.104,61.59,0.998,0.8826,0.9290322580645162,50
CR0384e620e-1040,917.7064732142857,413.94754464285717,16.666294642857142,4,14,3.715,12.42,3.768,0.9991,0.8714,1.0,50
CR0384e620e-1041,926.95,402.32734375,18.61796875,2,20,6.042,5.217,3.31,0.9992,0.641,0.8,50
CR0384e620e-1042,844.4654356060606,488.0629734848485,18.03030303030303,4,33,7.165,1.837,4.606,0.9994,0.7127,1.0,50
CR0384e620e-1043,898.146875,430.73854166666666,17.441666666666666,2,30,1.746,3.707,17.18,0.9776,0.8053,0.5,50
CR0384e620e-1044,931.844085189769,402.92416976072604,19.493476691419144,3,606,10.44,1.181,58.03,0.9993,0.8711,0.933993399339934,50
CR0384e620e-1045,823.1183488175676,504.36497043918916,17.781566722972972,2,148,4.257,3.983,34.77,0.9992,0.8708,0.8581081081081081,50
CR0384e620e-1046,890.2854166666667,440.26770833333336,17.260416666666668,1,15,2.728,1.904,5.499,0.9948,0.796,0.6666666666666666,50
CR0384e620e-1047,989.0958946078431,342.2708333333333,18.488511029411764,2,102,4.057,2.505,25.14,0.9914,0.8992,0.803921568627451,50
CR0384e620e-1048,963.9234639830509,363.68591101694915,17.72325211864407,2,59,2.5,7.546,23.6,0.9866,0.8512,0.6271186440677966,50
CR0384e620e-1049,993.0407162408759,339.4132071167883,19.208143248175183,2,137,5.15,2.406,26.6,0.9975,0.9076,0.8759124087591241,50
CR0384e620e-1050,851.3980769230769,479.0556490384615,17.141947115384614,4,130,2.469,1.238,52.65,0.9972,0.8649,0.8538461538461538,50
CR0384e620e-1051,918.3902027027027,411.3059543918919,17.672930743243242,3,74,2.925,2.362,25.3,0.9967,0.7943,0.6081081081081081,50
CR0384e620e-1052,873.5652979651163,455.6216933139535,18.99890988372093,3,430,8.217,1.939,52.33,0.9992,0.8574,0.9720930232558139,50
CR0384e620e-1053,975.0349264705883,362.0303308823529,16.667279411764707,2,17,3.429,4.416,4.958,0.992,0.8788,0.7058823529411765,50
CR0384e620e-1054,879.4341856060606,453.5274621212121,18.395833333333332,2,33,3.039,2.847,10.86,0.9914,0.8436,0.9090909090909091,50
CR0384e620e-1055,858.895,475.7575,17.686875,2,50,3.465,3.47,14.43,0.9984,0.896,0.98,50
CR0384e620e-1056,950.6090494791666,380.8424479166667,17.594075520833332,3,48,3.181,3.07,15.09,0.9898,0.9938,0.9375,50
CR0384e620e-1057,900.37890625,428.43359375,19.40625,1,4,10.92,13.75,0.3663,0.9436,1.0,0.5,50
CR0384e620e-1058,840.636296252372,491.40396703036055,18.779293168880454,3,527,9.743,1.856,54.09,0.9992,0.8468,0.967741935483871,50
CR0384e620e-1059,898.690625,432.621875,19.08125,1,10,7.911,23.55,1.264,0.9944,0.764,0.8,50
CR0384e620e-1060,961.9024372009569,368.75429874401914,18.286782296650717,3,418,10.36,1.475,40.36,0.9993,0.8841,0.9760765550239234,50
CR0384e620e-1061,857.7356991525423,472.33527542372883,17.72854872881356,4,59,2.384,4.941,24.75,0.9969,0.8746,0.8135593220338984,50
CR0384e620e-1062,903.9292763157895,430.3453947368421,17.88075657894737,4,19,3.304,2.194,5.751,0.9857,0.9695,0.9473684210526315,50
CR0384e620e-1063,896.19921875,435.931640625,19.142578125,4,8,5.131,1.481,1.559,0.9283,0.9275,1.0,50
CR0384e620e-1064,980.8149181547619,354.07979910714283,17.020275297619047,3,84,1.864,2.882,45.06,0.9755,0.9271,0.6428571428571429,50
CR0384e620e-1065,885.9229681069959,446.4202031893004,18.216949588477366,3,243,4.693,1.056,51.78,0.9977,0.8588,0.9012345679012346,50
CR0384e620e-1066,876.5863970588235,453.13878676470586,17.725183823529413,1,17,5.944,10.29,2.86,0.9993,0.7059,0.8235294117647058,50
CR0384e620e-1067,948.161858974359,384.79767628205127,17.040464743589745,4,39,2.502,5.248,15.59,0.9973,0.7964,0.8461538461538461,50
CR0384e620e-1068,959.1174242424242,374.3953006628788,17.26852509469697,3,264,6.186,2.174,42.68,0.996,0.8434,0.9659090909090909,50
CR0384e620e-1069,833.6165707236842,501.99629934210526,17.595189144736842,3,76,3.181,3.332,23.89,0.9975,0.8242,0.8552631578947368,50
CR0384e620e-1070,937.5134447674419,396.8484738372093,16.98219476744186,4,43,2.632,2.22,16.34,0.9993,0.8051,0.9534883720930233,50
CR0384e620e-1071,901.7563100961538,432.9426081730769,17.95252403846154,3,52,4.915,2.998,10.58,0.9992,0.8565,0.9038461538461539,50
CR0384e620e-1072,829.2238991477273,506.97212357954544,17.02645596590909,3,88,6.848,5.534,12.85,0.9993,0.8564,0.9659090909090909,50
CR0384e620e-1073,856.9080882352941,476.515625,17.618566176470587,4,17,5.59,3.551,3.041,0.9992,0.7094,0.7647058823529411,50
CR0384e620e-1074,884.3512517755681,452.74680397727275,17.97567471590909,3,352,6.561,1.637,53.65,0.999,0.937,0.9602272727272727,50
CR0384e620e-1075,938.2581845238095,393.3668154761905,17.091517857142858,1,21,3.741,6.917,5.613,0.9983,0.8457,0.9523809523809523,50
CR0384e620e-1076,954.45,381.690625,16.971875,2,5,12.73,7.469,0.3929,0.9123,1.0,1.0,50
CR0384e620e-1077,934.0998677248677,398.09358465608466,18.546875,3,189,6.595,2.042,28.66,0.9992,0.763,0.9470899470899471,50
CR0384e620e-1078,925.6595394736842,412.1063322368421,17.48034539473684,4,380,4.583,1.431,82.91,0.9993,0.9274,0.9526315789473684,50
CR0384e620e-1079,893.7661830357143,438.99386160714283,18.359933035714285,4,28,4.39,2.116,6.378,0.9988,0.7721,0.75,50
CR0384e620e-1080,978.8082743710692,358.92285770440253,17.36251965408805,4,159,2.792,3.3,56.95,0.9929,0.9165,0.8742138364779874,50
CR0384e620e-1081,936.1525297619048,401.046875,17.632440476190474,2,21,9.162,3.261,2.292,0.9993,0.8257,1.0,50
CR0384e620e-1082,861.1654713114754,476.6424180327869,17.35655737704918,3,61,2.241,3.445,27.22,0.9901,0.8069,0.7540983606557377,50
CR0384e620e-1083,878.5652043269231,459.25721153846155,18.015625,3,52,4.214,7.957,12.34,0.9971,0.9138,0.9230769230769231,50
CR0384e620e-1084,849.4145161290322,483.72832661290323,17.990120967741934,3,155,3.892,4.59,39.83,0.9993,0.8508,0.967741935483871,50
CR0384e620e-1085,996.5079656862745,339.23805147058823,17.302083333333332,3,51,1.62,2.781,31.49,0.9775,0.9404,0.7450980392156863,50
CR0384e620e-1086,868.771875,470.571875,17.54765625,1,20,1.397,5.319,14.32,0.892,1.0,0.4,50
CR0384e620e-1087,976.5060096153846,357.2175480769231,18.55048076923077,3,13,3.434,3.296,3.786,0.9957,0.7323,0.9230769230769231,50
CR0384e620e-1088,914.1177778998242,417.06546572934974,18.348061291739896,3,569,9.29,1.716,61.25,0.9991,0.8529,0.9648506151142355,50
CR0384e620e-1089,873.21875,464.1171875,18.3984375,1,2,NaN,NaN,NaN,0.9333,1.0,1.0,50
CR0384e620e-1090,881.079296875,456.9609375,16.847265625,3,40,4.225,11.9,9.467,0.9992,0.8245,0.95,50
CR0384e620e-1091,852.8010416666667,479.975,17.348958333333332,3,15,11.66,9.72,1.286,0.9994,0.756,1.0,50
CR0384e620e-1092,871.7698863636364,465.16654829545456,16.857954545454547,3,44,6.068,2.881,7.251,0.9986,0.8314,0.9772727272727273,50
CR0384e620e-1093,929.3088048986486,407.7558065878378,19.19552364864865,3,148,5.649,2.244,26.2,0.9993,0.8365,0.8918918918918919,50
CR0384e620e-1094,863.2447916666666,474.4114583333333,17.458333333333332,3,3,7.932,4.372,0.3782,0.9835,1.0,0.6666666666666666,50
CR0384e620e-1095,833.8127232142857,506.6765625,17.117410714285715,3,70,4.881,4.031,14.34,0.9993,0.8806,0.9285714285714286,50
CR0384e620e-1096,890.5098379629629,447.0896990740741,17.82986111111111,1,27,3.922,1.487,6.884,0.999,0.7837,0.7037037037037037,50
CR0384e620e-1097,839.4942602040817,497.63174957482994,18.100393282312925,3,294,5.102,1.301,57.63,0.9987,0.8284,0.9897959183673469,50
CR0384e620e-1098,828.2609060402684,506.12772651006713,19.527055369127517,2,149,4.017,2.568,37.09,0.9983,0.8596,0.8590604026845637,50
CR0384e620e-1099,894.2833626760563,443.07073063380284,17.667957746478873,3,355,5.261,2.518,67.48,0.9985,0.9128,0.8985915492957747,50
CR0384e620e-1100,926.5454545454545,412.3948863636364,17.125,3,22,11.61,2.107,1.895,0.9993,0.8036,1.0,50
CR0384e620e-1101,911.2728365384615,426.9675480769231,17.103365384615383,1,13,2.824,6.326,4.604,0.8711,1.0,0.3076923076923077,50
CR0384e620e-1102,994.8928571428571,342.0033482142857,20.808035714285715,3,14,11.93,1.968,1.174,0.9989,0.9729,1.0,50
CR0384e620e-1103,947.0867300724638,390.48097826086956,17.6075634057971,3,69,2.279,1.638,30.28,0.9955,0.8174,0.5942028985507246,50
CR0384e620e-1104,920.3427837897526,419.43460136925796,18.666629858657245,3,566,8.84,1.397,64.03,0.9991,0.8848,0.9734982332155477,50
CR0384e620e-1105,828.9130859375,505.0390625,20.66796875,4,16,5.027,2.827,3.183,0.9989,0.7375,1.0,50
CR0384e620e-1106,1000.4079623287671,338.32748287671234,18.43321917808219,2,73,3.545,3.062,20.59,0.9834,0.9551,0.8904109589041096,50
CR0384e620e-1107,879.1484375,463.60546875,17.671875,1,4,68.99,15.32,0.05798,0.9203,1.0,0.75,50
CR0384e620e-1108,846.4609156162466,492.1286108193277,18.431744572829132,3,714,9.77,1.084,73.08,0.999,0.882,0.988795518207283,50
CR0384e620e-1109,941.63671875,395.55078125,18.174479166666668,1,12,5.398,9.581,2.223,0.9968,0.7167,0.6666666666666666,50
CR0384e620e-1110,937.3268629807692,405.8509014423077,18.674669471153845,3,520,10.83,1.409,48.0,0.9993,0.8172,0.9923076923076923,50
CR0384e620e-1111,931.8345170454545,412.19653003246754,17.30671672077922,4,154,3.702,2.406,41.6,0.9993,0.8255,0.8766233766233766,50
CR0384e620e-1112,908.3113738738739,435.57347972972974,17.278434684684683,4,111,2.515,2.227,44.13,0.9962,0.9041,0.9369369369369369,50
CR0384e620e-1113,969.0762992527174,370.2059273097826,18.65699303668478,3,736,11.69,1.066,62.98,0.9993,0.8903,0.9877717391304348,50
CR0384e620e-1114,913.359375,425.015625,18.66875,4,10,3.61,3.202,2.77,0.9899,0.798,0.9,50
CR0384e620e-1115,1005.4380208333333,335.5005208333333,17.5390625,3,30,3.743,4.54,8.014,0.9973,0.972,0.9,50
CR0384e620e-1116,943.8411458333334,395.83203125,17.940104166666668,4,12,8.18,17.62,1.467,0.9942,0.8783,0.8333333333333334,50
CR0384e620e-1117,939.6765943877551,400.3986926020408,18.788456632653062,3,490,8.48,1.414,57.78,0.9992,0.8124,0.9714285714285714,50
CR0384e620e-1118,876.2670454545455,465.04971590909093,17.225852272727273,2,11,2.261,3.873,4.866,0.6335,1.0,0.45454545454545453,50
CR0384e620e-1119,846.1316964285714,499.3872767857143,17.620535714285715,4,14,2.601,3.6,5.383,0.9967,0.77,0.7142857142857143,50
CR0384e620e-1120,835.25625,507.453125,18.8671875,2,10,3.333,4.037,3.0,0.9944,0.538,0.9,50
CR0384e620e-1121,900.9969914596273,439.3823757763975,18.71855590062112,4,322,5.459,1.525,58.99,0.999,0.9406,0.968944099378882,50
CR0384e620e-1122,883.9973323170732,459.0897484756098,19.339748475609756,2,82,3.971,3.796,20.65,0.9977,0.9915,0.8902439024390244,50
CR0384e620e-1123,953.4930555555555,386.718501984127,17.36656746031746,3,63,2.415,2.076,26.09,0.9898,0.9032,0.4444444444444444,50
CR0384e620e-1124,905.1947737068965,435.71390086206895,18.263469827586206,3,58,4.335,2.28,13.38,0.9992,0.8931,0.9482758620689655,50
CR0384e620e-1125,899.5350215517242,436.9989224137931,20.390355603448278,3,116,6.725,2.125,17.25,0.9993,0.9316,0.9741379310344828,50
CR0384e620e-1126,881.3607336956521,460.3851902173913,17.031929347826086,1,23,1.841,1.296,12.49,0.9712,0.8896,0.9565217391304348,50
CR0384e620e-1127,872.8828125,470.728515625,17.12109375,3,8,2.546,1.406,3.142,0.5478,1.0,0.625,50
CR0384e620e-1128,907.5241477272727,431.1917613636364,17.860795454545453,1,11,3.602,5.007,3.054,0.9456,0.8836,0.9090909090909091,50
CR0384e620e-1129,890.125,450.45596590909093,18.173295454545453,4,11,9.024,2.055,1.219,0.9915,0.9291,0.9090909090909091,50
CR0384e620e-1130,953.4665743670886,392.9145569620253,17.220134493670887,3,79,2.035,2.025,38.82,0.9918,0.8906,0.7088607594936709,50
CR0384e620e-1131,939.590625,397.365625,21.640625,2,5,10.18,25.19,0.4912,0.9202,1.0,0.8,50
CR0384e620e-1132,964.8570968335788,376.24045011045655,18.35928295287187,3,679,10.56,1.521,64.28,0.9992,0.8728,0.9779086892488954,50
CR0384e620e-1133,856.4941568559557,485.95572195290856,17.936374653739612,3,361,8.783,1.955,41.1,0.9993,0.7703,0.9889196675900277,50
CR0384e620e-1134,979.4823113207547,365.608195754717,17.235259433962263,4,53,2.553,3.321,20.76,0.9782,0.9358,0.660377358490566,50
CR0384e620e-1135,900.7983688630491,443.55894702842374,17.270712209302324,3,387,7.691,1.672,50.32,0.9993,0.9018,0.9612403100775194,50
CR0384e620e-1136,961.0718562874251,384.81769273952096,17.271098428143713,3,334,6.346,1.25,52.63,0.9978,0.9068,0.9431137724550899,50
CR0384e620e-1137,943.0650871459695,406.47549019607845,18.63759531590414,3,459,8.608,1.401,53.32,0.9992,0.8431,0.9803921568627451,50
CR0384e620e-1138,975.29375,371.41991219008264,19.187190082644626,3,605,12.4,1.778,48.79,0.9992,0.8446,0.943801652892562,50
CR0384e620e-1139,915.0071790540541,430.92989864864865,17.69214527027027,3,37,1.711,2.282,21.63,0.9704,0.8249,0.6756756756756757,50
CR0384e620e-1140,840.4694102112676,506.5347711267606,17.717649647887324,3,71,4.853,1.909,14.63,0.9985,0.9817,0.971830985915493,50
CR0384e620e-1141,975.5861742424242,366.7926136363636,17.352272727272727,1,33,3.099,15.03,10.65,0.9918,0.8824,0.8484848484848485,50
CR0384e620e-1142,997.99609375,346.38671875,16.32421875,1,4,5.253,3.6,0.7615,0.8056,1.0,0.5,50
CR0384e620e-1143,929.9597355769231,414.60096153846155,18.564903846153847,1,26,5.242,3.949,4.96,0.9985,0.8331,0.9615384615384616,50
CR0384e620e-1144,860.6494845360825,482.77375966494844,16.990898840206185,3,194,4.498,1.509,43.13,0.9981,0.8379,0.9587628865979382,50
CR0384e620e-1145,989.8455122180451,355.9846687030075,17.93796992481203,3,266,3.22,3.365,82.6,0.9939,0.9503,0.8157894736842105,50
CR0384e620e-1146,930.6227678571429,412.08370535714283,17.15625,3,14,20.89,6.862,0.6702,0.9994,0.7829,1.0,50
CR0384e620e-1147,853.06298828125,490.3240309495192,18.64165790264423,3,832,13.53,1.247,61.48,0.9993,0.8709,0.9915865384615384,50
CR0384e620e-1148,929.1394583333333,420.16470833333335,17.65625,3,375,7.606,1.105,49.3,0.9992,0.9445,0.9333333333333333,50
CR0384e620e-1149,946.1603125,401.21640625,17.60390625,3,100,4.221,3.444,23.69,0.9989,0.854,0.94,50
CR0384e620e-1150,898.355613425926,448.2404513888889,17.33275462962963,4,54,2.128,1.629,25.38,0.9941,0.8781,0.9444444444444444,50
CR0384e620e-1151,994.748308982684,352.2882846320346,18.5134604978355,3,231,5.728,3.127,40.33,0.9955,0.9739,0.9437229437229437,50
CR0384e620e-1152,948.9551282051282,395.76322115384613,17.986979166666668,3,78,2.745,1.419,28.42,0.9955,0.8897,0.6923076923076923,50
CR0384e620e-1153,995.6544471153846,352.2223557692308,16.407451923076923,4,26,5.129,6.181,5.069,0.999,0.9346,1.0,50
CR0384e620e-1154,965.0078125,383.74609375,18.08984375,2,4,34.97,14.4,0.1144,0.9899,1.0,1.0,50
CR0384e620e-1155,917.1306442731277,424.15917538546256,18.077712004405285,3,454,7.133,1.806,63.65,0.9988,0.8656,0.933920704845815,50
CR0384e620e-1156,887.6864583333333,464.4826388888889,17.8125,3,45,2.607,1.547,17.26,0.9933,0.7911,0.8888888888888888,50
CR0384e620e-1157,924.2091270876826,424.78242432150313,18.14088596033403,3,479,8.601,1.795,55.69,0.9989,0.8876,0.9665970772442589,50
CR0384e620e-1158,1009.9854910714286,336.11607142857144,16.944196428571427,1,14,2.566,2.262,5.456,0.9895,1.0,0.8571428571428571,50
CR0384e620e-1159,882.9201388888889,468.05555555555554,17.428819444444443,1,9,3.435,4.315,2.62,0.9819,0.7711,0.8888888888888888,50
CR0384e620e-1160,980.212890625,373.29296875,19.029296875,4,8,6.689,4.753,1.196,0.9965,0.54,0.875,50
CR0384e620e-1161,971.747053803641,376.6174821196359,19.790555916775034,3,769,14.14,1.075,54.39,0.9993,0.8428,0.9817945383615084,50
CR0384e620e-1162,994.48828125,357.88671875,16.59375,4,4,177.1,586.0,0.02258,0.9189,1.0,1.0,50
CR0384e620e-1163,891.7841870300751,458.72098214285717,17.392739661654137,3,133,1.91,1.971,69.63,0.9778,0.9232,0.7218045112781954,50
CR0384e620e-1164,858.5400249094203,493.31425498188406,17.868772644927535,3,276,7.173,2.044,38.48,0.9984,0.7996,0.9891304347826086,50
